url,title,part_id,brand,availability,price,symptoms,product_types,installation_difficulty,installation_time,related_parts,replacement_parts,video_url,description
https://www.partselect.com/PS3406971-Whirlpool-W10195416-Lower-Dishrack-Wheel.htm?SourceCode=18,Lower Dishrack Wheel W10195416,PS3406971,Whirlpool,In Stock,33.57,Not cleaning dishes properly | Door won’t close | Noisy | Door latch failure,Dishwasher.,N/A,N/A,N/A,"W10195416V,  W10195416VP",https://www.youtube.com/watch?v=fz1YHu782Wk,"This OEM gray Dishwasher Lower Dishrack Wheel Assembly is a plastic kit that allows the rack to slide in and out of the dishwasher easily. If it breaks or becomes damaged. sliding will feel difficult. This can happen due to normal wear and tear, and the part should be replaced if this occurs. Check your model number and user manual to make sure this part is correct. It attaches directly to the dishrack. To repair, open the dishwasher door and pull out the lower dishrack. Next, push the tab from both sides and it should pop out. To install the new wheel assembly, place it on the rack and make sure the caps overlap the wire from the inside before you clip it in place by pushing the wheel. It measures roughly 3x6 inches."
https://www.partselect.com/PS11750057-Whirlpool-WPW10195417-Dishwasher-Lower-Dishrack-Roller.htm?SourceCode=18,Dishwasher Lower Dishrack Roller WPW10195417,PS11750057,Whirlpool,In Stock,46.15,Door won’t close | Door latch failure | Not cleaning dishes properly,Dishwasher.,N/A,N/A,N/A,"AP6016764,  W10195417,  WPW10195417VP",https://www.youtube.com/watch?v=d6AvOkulk_g,"This gray plastic lower dishrack roller is a part for your dishwasher. It attaches to the bottom of the lower dishrack, allowing it to move in and out smoothly. If the lower dishrack stops moving in and out easily or preventing you from being able to shut the dishwasher door, inspect the dishrack roller for damage. The assembly includes 2 rollers and the bracket that attaches to the dishrack (parts are not sold separately). This assembly is sold individually, so you will need 4 assemblies to replace them all in your appliance. For this easy repair, start by removing the lower dishrack from the appliance and set it on the counter. Use a screwdriver to pry off the old roller assembly from the lower tabs. Align the new part on the dishrack by snapping it in place."
https://www.partselect.com/PS16217024-GE-WD12X26146-Dishwasher-Lower-Rack-Roller.htm?SourceCode=18,Dishwasher Lower Rack Roller WD12X26146,PS16217024,GE,In Stock,12.95,N/A,Dishwasher.,N/A,N/A,N/A,WD12X10435,https://www.youtube.com/watch?v=qJbNy0AvfBs,"The lower rack roller supports the smooth sliding of your dishwasher’s bottom rack. Measuring 1.5 inches in diameter and charcoal-colored, this OEM replacement part is sold individually. Replace all four rollers at once for consistent performance. Wear gloves during installation."
https://www.partselect.com/PS8727387-Bosch-00611475-Dishwasher-Dishrack-Roller.htm?SourceCode=18,Dishwasher Dishrack Roller 00611475,PS8727387,Bosch,In Stock,11.45,N/A,Dishwasher.,N/A,N/A,N/A,"AP4339780,  611475",https://www.youtube.com/watch?v=d6AvOkulk_g,"This is a replacement dishrack roller or wheel for your dishwasher. It is made of gray plastic, measures a little over an inch in diameter, and is sold individually. This roller is designed for the lower dishrack of your dishwasher. On one side of the roller is a clip that allows it to be attached to the dishrack. The dishrack roller allows you to slide the dishrack in and out of the dishwasher efficiently. If one of the rollers is broken or missing, it can cause the dishrack to become difficult to slide in and out. To replace the roller, simply snap it off the dishrack, and snap the new one into place. This is a genuine OEM part."
https://www.partselect.com/PS11756470-Whirlpool-WPW10571738-Dishrack-Adjuster-Wheel-Assembly.htm?SourceCode=18,Dishrack Adjuster & Wheel Assembly WPW10571738,PS11756470,Whirlpool,In Stock,23.07,Not cleaning dishes properly,Dishwasher.,N/A,N/A,N/A,W10571738,https://www.youtube.com/watch?v=BEipnBWNG20,This dishrack adjuster and wheel assembly is for dishwashers and lets you adjust the dishrack height and attaches the track wheels to the dishrack.
https://www.partselect.com/PS17219660-Frigidaire-5304535381-Upper-Wheel-And-Bushing-Assembly-Black.htm?SourceCode=18,Upper Wheel And Bushing Assembly (Black) 5304535381,PS17219660,Frigidaire,In Stock,6.95,N/A,Dishwasher.,N/A,N/A,N/A,"154494502,  5300809974,  5303269771,  5303286384,  5304507440,  5304523190,  5304534832",https://www.youtube.com/watch?v=d6AvOkulk_g,"The upper dishrack roller and axel kit comes with two pieces, a wheel and an axle. This kit is made for your dishwasher. Both pieces measure to be roughly one square inch each, they are made entirely of plastic, and are white in color. The purpose of these parts is to allow your dishrack to roll easily on the support rails. This kit is sold individually and contains only one wheel and one axle. Please order the required quantity for your repair. If your dishrack is having trouble rolling in and out you may need replace your rollers and axles."
https://www.partselect.com/PS12075858-LG-4581DD3003C-Dishwasher-Roller-Assembly.htm?SourceCode=18,Dishwasher Roller Assembly 4581DD3003C,PS12075858,LG,In Stock,13.75,N/A,Dishwasher.,N/A,N/A,N/A,"4370FD3706C,  4581DD3003B,  4581DD9002B",https://www.youtube.com/watch?v=d6AvOkulk_g,"The dishwasher roller assembly connects to the dishrack, and is located in the lower level of the dishwasher. It allows the dishrack to easily slide in and out. If the lower rack keeps falling off the track in your dishwasher, makes noises, the door will not close, or the dishes are not getting clean, then it is best to replace it for more security. A flat blade screw driver is the only tool needed for this installation. Open the lower dishwasher rack and remove retaining tabs from both ends of the rack and slide it out. Locate the older roll assembly, remove it and replace the rollers. Remember to put the tabs on each side back before sliding it back in. Make sure the dishwasher is off before starting this installation project."
https://www.partselect.com/PS11750255-Whirlpool-WPW10204131-Dishwasher-Rack-Adjuster.htm?SourceCode=18,Dishwasher Rack Adjuster WPW10204131,PS11750255,Whirlpool,In Stock,10.45,N/A,Dishwasher.,N/A,N/A,N/A,"AP6016961,  3373365,  3380395,  3380860,  8051116,  8268848,  8268852,  W10204114,  W10204131,  WPW10204114",https://www.youtube.com/watch?v=7k9GUwZo2y8,"This OEM dishrack roller and adjuster is found in your dishwasher. They work together to support and facilitate the smooth movement of your dishrack. The dishrack rollers are small wheels located on the sides of the dishrack and allow it to slide in and out effortlessly. Meanwhile, the dishrack adjuster is used to adjust the height via the selector at the back of this component. Over time, the rollers wear out. You may experience resistance or difficulty when sliding the dishrack in or out. If left unreplaced, your rollers or adjuster may break, causing dishes to tilt, collide, or fall over during the wash cycle. When removing a roller and adjuster from your appliance, you will need to pull out the dishrack partway. Detach the assembly by depressing the tabs on the two end stops before lifting them up. Keep in mind that the roller and adjuster are sold together, but the dishrack itself is sold separately."
https://www.partselect.com/PS16618942-GE-WD12X27747-Lower-Rack-Roller-Stud-Assembly.htm?SourceCode=18,Lower Rack Roller & Stud Assembly WD12X27747,PS16618942,GE,In Stock,12.95,N/A,Dishwasher.,N/A,N/A,N/A,"WD12X27746,  WD12X27748",https://www.youtube.com/watch?v=d6AvOkulk_g,"Introducing the GE Lower Rack Roller and Stud Assembly, an essential component for your dishwasher. This well-crafted assembly is designed to assist your dishwasher's lower rack in smooth and efficient movement for optimal loading and unloading. Built for durability, this GE assembly ensures consistent and reliable operation, enhancing your dishwasher's longevity. Embrace superior quality and worry-free dishwashing with this essential GE appliance part. Dive into an improved dishwashing experience with GE's commitment to innovation and reliability."
https://www.partselect.com/PS11745459-Whirlpool-WP8268743-Dishwasher-Upper-Dishrack-Wheel-Mount.htm?SourceCode=18,Dishwasher Upper Dishrack Wheel Mount WP8268743,PS11745459,Whirlpool,In Stock,26.95,Door won’t close | Noisy | Not cleaning dishes properly | Door latch failure,Dishwasher.,N/A,N/A,N/A,"AP6012252,  8268743,  WP8268743VP",https://www.youtube.com/watch?v=d6AvOkulk_g,"This upper dish rack wheel mount can be used on either side of your dish rack. It is sold individually. The part includes the wheel and support, which attaches to the dish rack and allows it to slide in and out easily."
https://www.partselect.com/PS12585623-Frigidaire-5304517203-Lower-Spray-Arm.htm?SourceCode=18,Lower Spray Arm 5304517203,PS12585623,Frigidaire,In Stock,40.95,Not cleaning dishes properly | Leaking | Noisy | Not draining,Dishwasher.,N/A,N/A,N/A,"154250801,  154250901,  154281101,  154414101,  154414102,  154568001,  154568002,  5304506526",https://www.youtube.com/watch?v=HiQvsf7qtW4,"The Lower Spray Arm is used in your dishwasher to spray water and clean your dishes. If broken there will be visible damage or your dishes may no longer be cleaned properly. If your spray arm is broken (due to general wear or high heat), it should be replaced. Your lower spray arm will be located at the bottom of your dishwasher tub. Check your user manual and model number to ensure this model is right for you. This version is plastic and metal and comes in gray/blue. We recommend you wear work gloves to keep your hands safe when installing and disconnect power to the appliance. You will also want to make sure that you turn off the water supply to your dishwasher. From here, you will want to open the dishwasher, pull out the lower rack and set it aside. Remove the lower wash arm. On each side of the bottom of the spray arm, there are small locking tabs that can be pushed aside using a flathead screwdriver. Once released, the spray arm can easily be pulled off the dishwasher. Put the new lower wash arm in place and push it down to lock it in. Ensure it is spinning freely and does not hit the heating element. Return the lower dish rack into place and then close the dishwasher door."
https://www.partselect.com/PS17137081-GE-WD22X33499-LOWER-SPRAY-ARM.htm?SourceCode=18,LOWER SPRAY ARM WD22X33499,PS17137081,GE,In Stock,25.95,Not cleaning dishes properly | Noisy | Leaking | Not draining,Dishwasher.,N/A,N/A,N/A,"WD22X10091,  WD22X25962,  WD22X26621,  WD22X27724",https://www.youtube.com/watch?v=d6AvOkulk_g,"This lower spray arm assembly in your dishwasher distributes water and detergent during the washing cycle by spinning around and spraying water in different directions. You can usually find it attached to a support or hub at the bottom of the dishwasher. If this part is broken, you might notice some signs. You might hear a knocking or banging sound coming from the dishwasher. The spray arm may not rotate properly or might seem wobbly. It is important to replace a damaged arm assembly as your dishes will not get cleaned properly, and they will still have dirt on them even after a wash cycle. It can also cause the dishwasher to have a bad smell because of leftover food residue. To remove your existing arm assembly, you will need to release its locking mechanism before lifting it out of your appliance. Please be informed that this OEM-verified part that DOES NOT come with the heatshield, as per GE directly. This item is sold individually."
https://www.partselect.com/PS12705424-Frigidaire-5304518927-Lower-Spray-Arm.htm?SourceCode=18,Lower Spray Arm 5304518927,PS12705424,Frigidaire,In Stock,41.95,Not cleaning dishes properly | Leaking | Noisy | Not drying dishes properly,Dishwasher.,N/A,N/A,N/A,"AP6810011,  154335802,  154414201,  154496901,  154496902,  154550002,  154567701,  154567702,  5304507175",https://www.youtube.com/watch?v=d6AvOkulk_g,"This lower spray arm assembly is a device in your dishwasher that distributes water and detergent during the washing cycle. Its rotating motion sprays water in multiple directions, ensuring thorough cleaning. Typically, it is attached to a support or hub at the bottom of the dishwasher. When this part is broken, there are noticeable signs to be aware of. You might hear knocking or banging sounds coming from the dishwasher. The spray arm may be wobbly or unable to rotate. If a broken arm assembly is not replaced, your dishes may still have dirt on them even after a wash cycle. Additionally, leftover food residue can result in an unpleasant smell within the dishwasher. To remove the existing arm assembly, simply grasp the center of it and lift it up so that it unsnaps from your dishwasher. Please note that this OEM-sourced part is sold individually."
https://www.partselect.com/PS382824-Whirlpool-675808-Dishwasher-Middle-Spray-Arm-Kit.htm?SourceCode=18,Dishwasher Middle Spray Arm Kit 675808,PS382824,Whirlpool,In Stock,32.95,Not cleaning dishes properly | Leaking | Noisy | Will not fill with water,Dishwasher.,N/A,N/A,N/A,"AP3115182,  679719,  675808,  3378147,  3379644,  675808,  675808VP,  9742989,  9742992,  9742995,  9743210",https://www.youtube.com/watch?v=qXsuJ5xiGL0,"This middle spray arm kit includes an upper spray arm, a holder or hanger, water supply tube or delivery tube, split ring seal, and a screw. The function of these parts is to spray water to all levels of the dishwasher so the dishes will come out completely clean. This kit has recently been redesigned. It does not include the upper support or mount, so consider ordering those parts as well if necessary. The spray arm is approximately 18 inches long, and all parts are white in colour. The only tool you will need to complete this repair is a Phillips screw driver."
https://www.partselect.com/PS11770610-Frigidaire-5304507158-Lower-Spray-Arm.htm?SourceCode=18,Lower Spray Arm 5304507158,PS11770610,Frigidaire,In Stock,27.59,Not cleaning dishes properly | Leaking | Noisy | Not draining,Dishwasher.,N/A,N/A,N/A,"AP6036393,  154821902,  154821903,  154830302,  154830303,  5304496886,  5304496935,  5304496936,  5304498139,  5304506532,  5304506660,  5304507040,  5304507159",https://www.youtube.com/watch?v=m8xZwWBmVFo,"The spray arm rotates and sprays water to clean the dishes inside the dishwasher tub."
https://www.partselect.com/PS12712289-Frigidaire-5304518968-Lower-Spray-Arm-Support.htm?SourceCode=18,Lower Spray Arm Support 5304518968,PS12712289,Frigidaire,In Stock,18.95,Not cleaning dishes properly | Leaking | Not draining | Noisy,Dishwasher.,N/A,N/A,N/A,"154252101,  154292901,  154294101,  154294102,  5304506515",https://www.youtube.com/watch?v=-jek31AraoM,"This lower spray arm is a genuine OEM part for various makes and models of dishwasher and is sold as an individual part. This part attaches to the lower spray assembly of your dishwasher and the lower spray arm itself clips into this part to facilitate its spinning movement during the washing cycle. To replace it, remove the spray arm by pulling it out, remove the surrounding circular clip and then twist to remove this bit. Made completely of plastic, this part measures approximately 3-inches deep, 2-inches wide, and 3.125-inches tall."
https://www.partselect.com/PS17137080-GE-WD22X33498-MID-SPRAY-ARM.htm?SourceCode=18,MID SPRAY ARM WD22X33498,PS17137080,GE,In Stock,33.95,Not cleaning dishes properly | Noisy | Leaking,Dishwasher.,N/A,N/A,N/A,"WD22X10089,  WD22X26622,  WD22X27740",https://www.youtube.com/watch?v=d6AvOkulk_g,"This OEM mid spray or center wash arm assembly distributes water and detergent in your dishwasher during the wash cycle. It has small nozzles that spray water onto your dishes and is located between the lower and upper rack. A broken assembly will result in weak water flow and ineffective dishwashing. It may also display signs of damage such as cracks, breaks, or missing nozzles. Additionally, a malfunctioning assembly can cause imbalanced water flow, potentially leading to damage to other dishwasher components such as filters or pumps. Prompt replacement is necessary to ensure proper dishwashing performance and prevent further damage. To install this to your appliance, you will need to snap its mounting bracket onto the rack before attaching the arms onto it. This replacement part is sold individually."
https://www.partselect.com/PS11727921-Whirlpool-W10837249-Lower-Spray-Arm.htm?SourceCode=18,Lower Spray Arm W10837249,PS11727921,Whirlpool,In Stock,74.06,Leaking | Not cleaning dishes properly,Dishwasher.,N/A,N/A,N/A,"AP5988717,  W10629546,  W10838302",https://www.youtube.com/watch?v=72iADz2ydqg,"This lower spray arm is an authentic OEM part that is compatible with dishwashers. It is found at the bottom of the dishwasher where it is attached to a rotating mechanism. When the dishwasher is in operation, water is pumped through the spray arm, which rotates to distribute this water through the dishwasher. This rotation ensures that water reaches all areas of the dishwasher tub for a thorough cleaning. If the spray arm is faulty, you may notice that some of your dishes are still dirty at the end of the cycle or you may hear unusual rattling noises while the dishwasher is running. The spray arm will need to be replaced if it can no longer function properly."
https://www.partselect.com/PS12717897-Frigidaire-5304517982-ORBITAL-SPRAYER.htm?SourceCode=18,ORBITAL SPRAYER 5304517982,PS12717897,Frigidaire,In Stock,18.98,Not cleaning dishes properly | Leaking,Dishwasher.,N/A,N/A,N/A,N/A,https://www.youtube.com/watch?v=d6AvOkulk_g,"This orbital sprayer is an authentic OEM replacement part that is designed to fit with various models of dishwashers. It is blue in color and has a diameter of 8 inches. The sprayer is located at the bottom of the dishwasher beneath the lower dish rack. It is responsible for directing pressurized water and detergent onto dishes during the cleaning process. This ensures that the dishes are cleaned thoroughly and evenly. The orbital movement of the sprayer helps to maximize cleaning efficiency reaching into hard-to-reach places. Replacing the sprayer is a simple process, simply twist off the faulty sprayer and snap the new one into place."
https://www.partselect.com/PS9495545-Frigidaire-809006501-Dishwasher-Bottom-Door-Gasket.htm?SourceCode=18,Dishwasher Bottom Door Gasket 809006501,PS9495545,Frigidaire,In Stock,37.95,Leaking | Not cleaning dishes properly | Door won’t close | Door latch failure,Dishwasher.,N/A,N/A,N/A,"AP5809675,  154297601,  154297602,  154297603,  154576501,  154588201,  154759101",https://www.youtube.com/watch?v=7NfdyJp1zKA,"This dishwasher door gasket (Bottom Gasket, Gasket, Door Seal, Dishwasher Door Lower Seal) helps prevent water from leaking out of the bottom edge of your dishwasher door by creating a watertight seal. This part is attached to the bottom of your dishwasher inner door panel. It is frequently exposed to water and detergent during its lifetime. The water and chemicals can eventually wear down the gasket and compromise the integrity of the seal. If the gasket is malfunctioning, the integrity of the door seal will be effected. You will notice leaking through the bottom of your dishwasher door. If your dishwasher is leaking water from the bottom of the door, first inspect the seal for food particles near the bottom and sides, and remove the buildup, as it can stop the door from closing properly and keeping a tight seal; if not, you may need to replace the bottom door gasket. Check the door gasket for tears, cuts, or wear. This part is sold individually and measures 22.5 inches by 1.25 inches. It is constructed of plastic, and comes in yellow/grey. Includes one lower door gasket."
https://www.partselect.com/PS8260227-Frigidaire-154827601-Dishwasher-Tub-Gasket-Gray.htm?SourceCode=18,Dishwasher Tub Gasket (Gray) 154827601,PS8260227,Frigidaire,In Stock,15.99,Leaking | Door won’t close | Not cleaning dishes properly | Door latch failure,Dishwasher.,N/A,N/A,N/A,"AP5690109,  2705419,  154827601,  154211801,  154219501,  154561001,  154561002,  154782401,  154845301",https://www.youtube.com/watch?v=lFojJCHQjRU,"This grey OEM dishwasher tub gasket is a 73"" grey rubber part that creates a seal around the dishwasher to prevent any water leakage during a cycle. If it's damaged or broken, you'll start seeing water leaking out. If broken, it should be replaced. Refer to your model number and user manual to ensure this part is right for you. When making this repair, open the dishwasher door and take out the lower dish tray for better access. Pull out the old gasket, and clean the channel with a rag. Push the new gasket into place into the notch on the door, which you should see upon close inspection, using a flat-head screwdriver for assistance if necessary. We do not recommend cutting any additional length off on the tub gasket if any is present during your repair."
https://www.partselect.com/PS12348515-Whirlpool-W11177741-Dishwasher-Door-Seal.htm?SourceCode=18,Dishwasher Door Seal W11177741,PS12348515,Whirlpool,In Stock,54.00,Leaking,Dishwasher.,N/A,N/A,N/A,"AP6285721,  W10300924,  W10300924V,  W10300924VP,  W10660528",https://www.youtube.com/watch?v=CQ6N_1G2zzE,Door seal seals the gap between the opening to the dishwasher tub and the outer edge of the door.
https://www.partselect.com/PS11700870-GE-WD08X21894-Gasket.htm?SourceCode=18,Gasket WD08X21894,PS11700870,GE,In Stock,30.95,Leaking,Dishwasher.,N/A,N/A,N/A,"AP5980286,  WD08X10090",https://www.youtube.com/watch?v=d6AvOkulk_g,"This part is a replacement gasket for your dishwasher. The gasket creates a seal at the bottom of the dishwasher tub, so water does not leak out while the dishwasher is running. If you notice water leaking out onto the floor, you should inspect the gasket for damages and replace as necessary. The gasket is gray in color and is approximately 22 inches long. It is made of plastic and is sold individually. This is a genuine OEM part sourced directly from the manufacturer."
https://www.partselect.com/PS11703834-Frigidaire-5304500204-Dishwasher-Door-Bottom-Seal.htm?SourceCode=18,Dishwasher Door Bottom Seal 5304500204,PS11703834,Frigidaire,In Stock,8.91,Leaking,Dishwasher.,N/A,N/A,N/A,AP5962194,https://www.youtube.com/watch?v=d6AvOkulk_g,"This door seal is for dishwashers. Door seal seals the gap between the opening to the dishwasher tub and the outer edge of the door. After installing the door seal, shut the dishwasher door and leave the door closed for several hours to properly seat the new door seal."
